*GROWTH ASPECTS OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.0.2.000               Oct 18, 2016; 16:14:02

*RUN   1        : SIMPLE TEMPLAT EXPERIMEN
 MODEL          : MZCER040 - Maize           
 EXPERIMENT     : SANT7001 MZ                                                   
 TREATMENT  1   : SIMPLE TEMPLAT EXPERIMEN

@YEAR DOY   DAS   DAP   L#SD   GSTD   LAID   LWAD   SWAD   GWAD   RWAD   CWAD   G#AD   GWGD   HIAD   PWAD   P#AD   WSPD   WSGD   NSTD   EWSD   LN%D   SH%D   HIPD   PWDD   PWTD     SLAD   CHTD   CWID   RDPD   RL1D   RL2D   RL3D   RL4D   RL5D   RL6D   RL7D   RL8D   RL9D   RL10   CDAD   LDAD   SDAD   SNW0C   SNW1C
 1975 305    77    17    4.0      1   0.04     14     14      0     27     28      0    0.0  0.000      0      0  0.000  0.000  0.000  0.000   4.28   0.00   0.00      0      0    304.0   0.00   0.00   0.26   0.43   0.27   0.05   0.00   0.00   0.00   0.00   0.00   0.00   0.00      0      0      0       0       1
 1975 306    78    18    4.0      1   0.06     17     14      0     33     31      0    0.0  0.000      0      0  0.000  0.000  0.000  0.000   3.81   0.00   0.00      0      0    329.6   0.00   0.00   0.27   0.49   0.32   0.07   0.00   0.00   0.00   0.00   0.00   0.00   0.00      0      0      0       0       1
 1975 307    79    19    4.0      1   0.07     23     14      0     37     37      0    0.0  0.000      0      0  0.000  0.000  0.000  0.000   3.49   0.00   0.00      0      0    309.2   0.00   0.00   0.28   0.54   0.37   0.08   0.00   0.00   0.00   0.00   0.00   0.00   0.00      0      0      0       0       1
 1975 308    80    20    5.0      1   0.09     32     14      0     43     46      0    0.0  0.000      0      0  0.000  0.000  0.000  0.000   3.39   0.00   0.00      0      0    290.3   0.00   0.00   0.29   0.59   0.42   0.10   0.00   0.00   0.00   0.00   0.00   0.00   0.00      0      0      0       0       1
 1975 309    81    21    5.0      1   0.11     40     14      0     45     54      0    0.0  0.000      0      0  0.000  0.000  0.000  0.000   3.48   0.00   0.00      0      0    276.7   0.00   0.00   0.30   0.61   0.44   0.11   0.00   0.00   0.00   0.00   0.00   0.00   0.00      0      0      0       0       1
 1975 310    82    22    5.0      1   0.13     50     14      0     54     64      0    0.0  0.000      0      0  0.000  0.000  0.000  0.000   3.46   0.00   0.00      0      0    264.5   0.00   0.00   0.31   0.69   0.52   0.15   0.00   0.00   0.00   0.00   0.00   0.00   0.00      0      0      0       0       1
 1975 311    83    23    6.0      1   0.16     62     14      0     70     76      0    0.0  0.000      0      0  0.000  0.000  0.000  0.000   3.43   0.00   0.00      0      0    253.4   0.00   0.00   0.32   0.82   0.67   0.21   0.00   0.00   0.00   0.00   0.00   0.00   0.00      0      0      0       0       2
 1975 312    84    24    6.0      1   0.18     73     14      0     82     87      0    0.0  0.000      0      0  0.000  0.000  0.000  0.000   3.53   0.00   0.00      0      0    245.4   0.00   0.00   0.32   0.93   0.78   0.25   0.01   0.00   0.00   0.00   0.00   0.00   0.00      0      0      0       0       2
 1975 313    85    25    6.0      1   0.20     83     14      0    108     97      0    0.0  0.000      0      0  0.000  0.000  0.000  0.000   3.58   0.00   0.00      0      0    239.0   0.00   0.00   0.33   1.15   1.01   0.35   0.01   0.00   0.00   0.00   0.00   0.00   0.00      0      0      0       0       2
 1975 314    86    26    6.0      1   0.21     92     14      0    130    106      0    0.0  0.000      0      0  0.000  0.000  0.000  0.000   3.63   0.00   0.00      0      0    233.9   0.00   0.00   0.33   1.32   1.22   0.44   0.02   0.00   0.00   0.00   0.00   0.00   0.00      0      0      0       0       3
 1975 315    87    27    7.0      1   0.24    108     14      0    161    122      0    0.0  0.000      0      0  0.000  0.000  0.000  0.000   3.42   0.00   0.00      0      0    226.3   0.00   0.00   0.34   1.48   1.51   0.57   0.04   0.00   0.00   0.00   0.00   0.00   0.00      0      0      0       0       4
 1975 316    88    28    7.0      2   0.30    127     14      0    195    141      0    0.0  0.000      0      0  0.000  0.000  0.000  0.000   3.36   0.00   0.00      0      0    233.7   0.00   0.00   0.36   1.61   1.85   0.71   0.07   0.00   0.00   0.00   0.00   0.00   0.00      0      0      0       0       4
 1975 317    89    29    7.0      2   0.35    157     14      0    223    171      0    0.0  0.000      0      0  0.000  0.000  0.001  0.000   3.22   0.00   0.00      0      0    223.8   0.00   0.00   0.38   1.66   2.14   0.84   0.10   0.00   0.00   0.00   0.00   0.00   0.00      0      0      0       0       5
 1975 318    90    30    8.0      2   0.43    204     14      0    255    218      0    0.0  0.000      0      0  0.000  0.000  0.000  0.000   3.00   0.00   0.00      0      0    211.9   0.00   0.00   0.41   1.92   2.41   0.95   0.14   0.00   0.00   0.00   0.00   0.00   0.00      0      0      0       0       7
 1975 319    91    31    8.0      2   0.50    243     14      0    278    257      0    0.0  0.000      0      0  0.000  0.000  0.000  0.000   3.80   0.00   0.00      0      0    204.3   0.00   0.00   0.43   2.08   2.60   1.03   0.18   0.00   0.00   0.00   0.00   0.00   0.00      0      0      0       0       8
 1975 320    92    32    8.0      2   0.54    271     14      0    346    285      0    0.0  0.000      0      0  0.000  0.000  0.000  0.000   3.73   0.00   0.00      0      0    199.8   0.00   0.00   0.44   2.55   3.17   1.27   0.29   0.00   0.00   0.00   0.00   0.00   0.00      0      0      0       0       9
 1975 321    93    33    9.0      3   0.58    298     14      0    421    312      0    0.0  0.000      0      0  0.000  0.000  0.022  0.000   3.65   0.00   0.00      0      0    194.5   0.00   0.00   0.45   3.04   3.81   1.53   0.43   0.00   0.00   0.00   0.00   0.00   0.00      0      0      0       0      11
 1975 322    94    34    9.0      3   0.64    334     14      0    497    349      0    0.0  0.000      0      0  0.000  0.000  0.022  0.000   3.57   0.00   0.00      0      0    189.9   0.00   0.00   0.46   3.25   4.00   1.81   0.57   0.01   0.00   0.00   0.00   0.00   0.00      0      0      0       0      13
 1975 323    95    35    9.0      3   0.72    390     15      0    564    405      0    0.0  0.000      0      0  0.000  0.000  0.022  0.000   3.52   0.00   0.00      0      0    184.3   0.00   0.00   0.48   3.23   4.00   2.09   0.72   0.03   0.00   0.00   0.00   0.00   0.00      0      0      0       0      16
 1975 324    96    36   10.0      3   0.80    446     17      0    607    463      0    0.0  0.000      0      0  0.000  0.000  0.022  0.000   3.47   0.00   0.00      0      0    179.4   0.00   0.00   0.50   3.22   4.00   2.26   0.81   0.06   0.00   0.00   0.00   0.00   0.00      0      0      0       0      18
 1975 325    97    37   10.0      3   0.90    514     20      0    692    533      0    0.0  0.000      0      0  0.000  0.000  0.022  0.000   3.42   0.00   0.00      0      0    174.4   0.00   0.00   0.52   3.20   4.00   2.58   0.99   0.12   0.00   0.00   0.00   0.00   0.00      0      0      0       0      21
 1975 326    98    38   10.0      3   0.98    578     24      0    731    603      0    0.0  0.000      0      0  0.000  0.000  0.022  0.000   3.37   0.00   0.00      0      0    170.3   0.00   0.00   0.53   3.18   4.00   2.73   1.07   0.16   0.00   0.00   0.00   0.00   0.00      0      0      0       0      25
 1975 327    99    39   11.0      3   1.08    648     31      0    817    679      0    0.0  0.000      0      0  0.000  0.000  0.022  0.000   3.33   0.00   0.00      0      0    166.4   0.00   0.00   0.55   3.17   4.00   3.06   1.25   0.26   0.00   0.00   0.00   0.00   0.00      0      0      0       0      29
 1975 328   100    40   11.0      3   1.16    713     39      0    929    752      0    0.0  0.000      0      0  0.000  0.000  0.022  0.000   3.29   0.00   0.00      0      0    163.2   0.00   0.00   0.56   3.15   4.00   3.47   1.48   0.41   0.00   0.00   0.00   0.00   0.00      0      0      0       0      33
 1975 329   101    41   11.0      3   1.27    798     52      0   1035    850      0    0.0  0.000      0      0  0.000  0.000  0.022  0.000   3.25   0.00   0.00      0      0    159.5   0.00   0.00   0.58   3.13   4.00   3.86   1.71   0.59   0.00   0.00   0.00   0.00   0.00      0      0      0       0      37
 1975 330   102    42   12.0      3   1.42    918     76      0   1099    995      0    0.0  0.000      0      0  0.000  0.000  0.022  0.000   3.20   0.00   0.00      0      0    155.1   0.00   0.00   0.59   3.12   4.00   4.00   1.84   0.72   0.00   0.00   0.00   0.00   0.00      0      0      0       0      42
 1975 331   103    43   12.0      3   1.56   1033    105      0   1151   1138      0    0.0  0.000      0      0  0.000  0.000  0.022  0.000   3.15   0.00   0.00      0      0    151.5   0.00   0.00   0.61   3.10   4.00   4.00   1.96   0.85   0.00   0.00   0.00   0.00   0.00      0      0      0       0      48
 1975 332   104    44   13.0      3   1.70   1143    138      0   1245   1281      0    0.0  0.000      0      0  0.000  0.000  0.022  0.000   3.11   0.00   0.00      0      0    148.4   0.00   0.00   0.62   2.84   4.00   3.97   2.00   1.00   0.01   0.00   0.00   0.00   0.00      0      0      0       0      54
 1975 333   105    45   13.0      3   1.77   1206    159      0   1390   1365      0    0.0  0.000      0      0  0.000  0.000  0.022  0.002   3.07   0.00   0.00      0      0    146.6   0.00   0.00   0.63   2.60   4.00   4.00   2.19   1.35   0.05   0.00   0.00   0.00   0.00      0      0      0       0      60
 1975 334   106    46   13.0      3   1.82   1270    182      0   1550   1452      0    0.0  0.000      0      0  0.000  0.000  0.022  0.007   2.99   0.00   0.00      0      0    143.2   0.00   0.00   0.64   2.39   4.00   4.00   2.45   1.87   0.14   0.00   0.00   0.00   0.00      0      0      0       0      67
 1975 335   107    47   13.0      3   1.94   1376    226      0   1683   1602      0    0.0  0.000      0      0  0.000  0.000  0.022  0.018   2.83   0.00   0.00      0      0    140.9   0.00   0.00   0.65   2.20   3.81   3.90   2.62   2.41   0.30   0.00   0.00   0.00   0.00      0      0      0       0      75
 1975 336   108    48   14.0      3   2.07   1490    280      0   1805   1770      0    0.0  0.000      0      0  0.000  0.000  0.022  0.034   2.65   0.00   0.00      0      0    138.7   0.00   0.00   0.66   2.03   3.67   3.70   2.64   2.87   0.53   0.00   0.00   0.00   0.00      0      0      0       0      83
 1975 337   109    49   14.0      3   2.20   1614    348      0   1925   1961      0    0.0  0.000      0      0  0.000  0.000  0.022  0.053   2.47   0.00   0.00      0      0    136.5   0.00   0.00   0.68   1.89   3.60   3.56   2.54   3.22   0.84   0.00   0.00   0.00   0.00      0      0      0       0      92
 1975 338   110    50   14.0      3   2.37   1772    449      0   1991   2221      0    0.0  0.000      0      0  0.000  0.002  0.027  0.064   2.41   0.00   0.00      0      0    133.9   0.00   0.00   0.69   3.89   3.41   3.37   2.40   3.09   0.85   0.00   0.00   0.00   0.00      0      0      0       0     102
 1975 339   111    51   15.0      3   2.53   1924    562      0   2041   2486      0    0.0  0.000      0      0  0.000  0.000  0.026  0.050   2.24   0.00   0.00      0      0    131.7   0.00   0.00   0.71   4.00   3.30   3.24   2.31   3.00   0.91   0.00   0.00   0.00   0.00      0      0      0       0     112
 1975 340   112    52   15.0      3   2.88   2250    621      0   2052   2871      0    0.0  0.000      0      0  0.000  0.009  0.035  0.026   2.00   0.00   0.00      0      0    127.8   0.00   0.00   0.72   3.90   3.26   3.18   2.27   2.95   0.98   0.00   0.00   0.00   0.00      0      0      0       0     122
 1975 341   113    53   16.0      3   3.08   2460    841      0   2066   3301      0    0.0  0.000      0      0  0.000  0.000  0.045  0.000   1.79   0.00   0.00      0      0    125.2   0.00   0.00   0.74   4.00   3.26   3.18   2.27   2.94   1.02   0.00   0.00   0.00   0.00      0      0      0       0     132
 1975 342   114    54   16.0      3   3.18   2585   1014      0   2111   3599      0    0.0  0.000      0      0  0.000  0.000  0.064  0.000   1.68   0.00   0.00      0      0    123.2   0.00   0.00   0.75   3.98   3.35   3.23   2.31   2.96   1.26   0.00   0.00   0.00   0.00      0      0      0       0     142
 1975 343   115    55   16.0      3   3.23   2664   1140      0   2252   3804      0    0.0  0.000      0      0  0.000  0.231  0.091  0.000   1.62   0.00   0.00      0      0    121.2   0.00   0.00   0.76   3.96   3.66   3.42   2.45   3.06   1.90   0.00   0.00   0.00   0.00      0      0      0       0     153
 1975 344   116    56   17.0      3   3.27   2745   1292      0   2377   4037      0    0.0  0.000      0      0  0.106  0.405  0.105  0.000   1.55   0.00   0.00      0      0    119.1   0.00   0.00   0.77   3.94   3.94   3.60   2.58   3.15   2.46   0.00   0.00   0.00   0.00      0      0      0       0     164
 1975 345   117    57   17.0      3   3.28   2800   1411      0   2474   4212      0    0.0  0.000      0      0  0.283  0.522  0.112  0.000   1.51   0.00   0.00      0      0    117.1   0.00   0.00   0.79   3.92   4.00   3.74   2.69   3.22   2.88   0.00   0.00   0.00   0.00      0      0      0       0     176
 1975 346   118    58   17.0      3   3.29   2861   1554      0   2515   4415      0    0.0  0.000      0      0  0.255  0.504  0.120  0.000   1.45   0.00   0.00      0      0    115.0   0.00   0.00   0.80   3.90   4.00   3.81   2.74   3.25   3.08   0.00   0.00   0.00   0.00      0      0      0       0     188
 1975 347   119    59   18.0      3   3.23   2885   1616      0   2599   4502      0    0.0  0.000      0      0  0.492  0.662  0.125  0.000   1.44   0.00   0.00      0      0    112.1   0.00   0.00   0.81   3.88   4.00   3.95   2.85   3.33   3.41   0.00   0.00   0.00   0.00      0      0      0       0     201
 1975 348   120    60   18.0      3   3.16   2909   1681      0   2660   4590      0    0.0  0.000      0      0  0.576  0.718  0.132  0.000   1.43   0.00   0.00      0      0    108.7   0.00   0.00   0.83   3.86   4.00   4.00   2.94   3.39   3.65   0.00   0.00   0.00   0.00      0      0      0       0     214
 1975 349   121    61   18.0      3   3.09   2932   1750      0   2692   4683      0    0.0  0.000      0      0  0.624  0.750  0.128  0.000   1.41   0.00   0.00      0      0    105.3   0.00   0.00   0.84   3.84   4.00   4.00   2.99   3.42   3.77   0.00   0.00   0.00   0.00      0      0      0       0     227
 1975 350   122    62   19.0      3   3.03   2959   1834      0   2709   4794      0    0.0  0.000      0      0  0.576  0.718  0.125  0.000   1.38   0.00   0.00      0      0    102.2   0.00   0.00   0.85   3.82   4.00   4.00   3.03   3.44   3.83   0.00   0.00   0.00   0.00      0      0      0       0     241
 1975 351   123    63   19.0      3   2.94   2979   1897      0   2723   4876      0    0.0  0.000      0      0  0.724  0.816  0.124  0.000   1.37   0.00   0.00      0      0     98.5   0.00   0.00   0.87   3.80   4.00   4.00   3.06   3.46   3.88   0.00   0.00   0.00   0.00      0      0      0       0     254
 1975 352   124    64   19.0      3   2.84   2998   1954      0   2727   4951      0    0.0  0.000      0      0  0.762  0.842  0.124  0.000   1.38   0.00   0.00      0      0     94.8   0.00   0.00   0.88   4.00   4.00   3.99   3.05   3.45   3.87   0.00   0.00   0.00   0.00      0      0      0       0     268
 1975 353   125    65   19.0      3   2.85   3047   2106      0   2835   5153      0    0.0  0.000      0      0  0.000  0.086  0.119  0.000   1.34   0.00   0.00      0      0     93.5   0.00   0.00   0.89   4.00   4.00   4.00   3.19   3.54   3.98   0.00   0.00   0.00   0.00      0      0      0       0     282
 1975 354   126    66   19.0      3   2.82   3072   2181      0   2939   5253      0    0.0  0.000      0      0  0.380  0.587  0.117  0.000   1.32   0.00   0.00      0      0     91.7   0.00   0.00   0.90   3.98   4.00   4.00   3.44   3.72   4.00   0.00   0.00   0.00   0.00      0      0      0       0     296
 1975 355   127    67   19.0      3   2.73   3085   2223      0   2961   5308      0    0.0  0.000      0      0  0.743  0.829  0.125  0.000   1.31   0.00   0.00      0      0     88.4   0.00   0.00   0.91   3.96   4.00   4.00   3.51   3.77   4.00   0.01   0.00   0.00   0.00      0      0      0       0     310
 1975 356   128    68   19.0      4   2.63   3050   1870      0   2976   5339      0    0.0  0.000    418      0  0.721  0.814  0.126  0.000   1.42   0.00   0.08      0    418     86.1   0.00   0.00   0.92   3.94   4.00   4.00   3.56   3.80   4.00   0.03   0.00   0.00   0.00      0      0      0       0     325
 1975 357   129    69   19.0      4   2.53   3014   1887      0   3001   5359      0    0.0  0.000    459      0  0.731  0.821  0.123  0.000   1.43   0.00   0.09      0    459     84.0   0.00   0.00   0.92   3.92   4.00   3.98   3.65   3.86   4.00   0.08   0.00   0.00   0.00      0      0      0       0     340
 1975 358   130    70   19.0      4   2.45   2974   1908      0   3022   5394      0    0.0  0.000    512      0  0.681  0.788  0.093  0.000   1.44   0.00   0.09      0    512     82.2   0.00   0.00   0.93   3.90   4.00   3.97   3.72   3.90   4.00   0.13   0.00   0.00   0.00      0      0      0       0     355
 1975 359   131    71   19.0      4   2.39   2932   1947      0   3033   5489      0    0.0  0.000    610      0  0.469  0.647  0.086  0.000   1.45   0.00   0.11      0    610     81.4   0.00   0.00   0.95   3.88   4.00   3.95   3.76   3.93   4.00   0.18   0.00   0.00   0.00      0      0      0       0     370
 1975 360   132    72   19.0      4   2.32   2887   1977      0   3070   5550      0    0.0  0.000    685      0  0.564  0.710  0.079  0.000   1.46   0.00   0.12      0    685     80.4   0.00   0.00   0.96   3.86   4.00   3.94   3.85   3.99   4.00   0.28   0.00   0.00   0.00      0      0      0       0     385
 1975 361   133    73   19.0      4   2.29   2840   2019      0   3143   5647      0    0.0  0.000    789      0  0.272  0.515  0.074  0.000   1.47   0.00   0.14      0    789     80.6   0.00   0.00   0.97   3.84   4.00   3.92   4.00   3.97   4.00   0.51   0.00   0.00   0.00      0      0      0       0     401
 1975 362   134    74   19.0      4   2.27   2791   2062      0   3278   5749      0    0.0  0.000    896      0  0.000  0.326  0.069  0.000   1.48   0.00   0.16      0    896     81.3   0.00   0.00   0.97   3.82   3.98   3.92   3.98   3.99   4.00   1.19   0.00   0.00   0.00      0      0      0       0     417
 1975 363   135    75   19.0      4   2.25   2740   2142      0   3347   5979      0    0.0  0.000   1098      0  0.000  0.000  0.064  0.000   1.48   0.00   0.18      0   1098     82.2   0.00   0.00   0.98   3.80   3.96   3.90   3.96   3.97   4.00   1.58   0.00   0.00   0.00      0      0      0       0     433
 1975 364   136    76   19.0      4   2.23   2685   2234      0   3396   6247      0    0.0  0.000   1327      0  0.000  0.000  0.059  0.000   1.48   0.00   0.21      0   1327     83.2   0.00   0.00   1.00   3.78   3.94   3.88   3.94   3.96   4.00   1.88   0.00   0.00   0.00      0      0      0       0     450
 1975 365   137    77   19.0      4   2.20   2628   2286      0   3441   6373      0    0.0  0.000   1458      0  0.351  0.568  0.055  0.000   1.48   0.00   0.23      0   1458     83.5   0.00   0.00   1.01   3.76   3.92   3.86   3.92   3.94   4.00   2.17   0.00   0.00   0.00      0      0      0       0     467
 1976 001   138    78   19.0      5   2.17   2628   2286    162   3433   6535   2095    7.7  0.025   1621      7  0.239  0.493  0.099  0.000   1.45  10.01   0.25      0   1621     82.5   0.00   0.00   1.02   3.79   3.94   3.84   3.90   3.92   3.99   2.19   0.00   0.00   0.00      0      0      0       0     484
 1976 002   139    79   19.0      5   2.14   2628   2286    340   3416   6713   2095   16.2  0.051   1799      7  0.000  0.000  0.106  0.000   1.41  18.92   0.27      0   1799     81.4   0.00   0.00   1.02   3.79   3.94   3.84   3.90   3.92   3.99   2.19   0.00   0.00   0.00      0      0      0       0     501
 1976 003   140    80   19.0      5   2.11   2628   2286    518   3440   6891   2095   24.7  0.075   1977      7  0.000  0.000  0.111  0.000   1.36  26.22   0.29      0   1977     80.3   0.00   0.00   1.03   3.92   4.00   3.92   3.88   3.90   4.00   2.28   0.00   0.00   0.00      0      0      0       0     518
 1976 004   141    81   19.0      5   2.08   2628   2286    696   3474   7069   2095   33.2  0.099   2155      7  0.000  0.000  0.115  0.000   1.32  32.32   0.30      0   2155     79.1   0.00   0.00   1.05   4.00   4.00   4.00   3.86   3.88   4.00   2.39   0.00   0.00   0.00      0      0      0       0     535
 1976 005   142    82   19.0      5   2.05   2628   2261    874   3456   7221   2095   41.7  0.121   2333      7  0.000  0.000  0.122  0.000   1.29  37.48   0.32      0   2333     77.9   0.00   0.00   1.05   4.00   4.00   4.00   3.86   3.88   4.00   2.39   0.00   0.00   0.00      0      0      0       0     553
 1976 006   143    83   19.0      5   2.01   2628   2286   1052   3497   7425   2095   50.2  0.142   2511      7  0.000  0.000  0.131  0.000   1.24  41.92   0.34      0   2511     76.6   0.00   0.00   1.06   4.00   4.00   4.00   3.85   3.86   4.00   2.52   0.00   0.00   0.00      0      0      0       0     570
 1976 007   144    84   19.0      5   1.98   2628   2286   1231   3535   7603   2095   58.7  0.162   2689      7  0.000  0.000  0.137  0.000   1.20  45.76   0.35      0   2689     75.3   0.00   0.00   1.07   4.00   4.00   4.00   3.83   3.84   4.00   2.64   0.00   0.00   0.00      0      0      0       0     587
 1976 008   145    85   19.0      5   1.94   2628   2286   1398   3570   7771   2095   66.7  0.180   2856      7  0.111  0.408  0.146  0.000   1.16  48.94   0.37      0   2856     74.0   0.00   0.00   1.07   3.98   4.00   4.00   3.81   3.82   4.00   2.77   0.00   0.00   0.00      0      0      0       0     605
 1976 009   146    86   19.0      5   1.89   2628   2286   1521   3563   7893   2095   72.6  0.193   2979      7  0.564  0.710  0.152  0.000   1.13  51.04   0.38      0   2979     71.9   0.00   0.00   1.09   4.00   4.00   4.00   3.79   3.80   3.99   2.78   0.00   0.00   0.00      0      0      0       0     623
 1976 010   147    87   19.0      5   1.85   2628   2286   1699   3559   8071   2095   81.1  0.210   3157      7  0.000  0.000  0.156  0.000   1.09  53.81   0.39      0   3157     70.5   0.00   0.00   1.09   4.00   4.00   4.00   3.77   3.78   3.98   2.80   0.00   0.00   0.00      0      0      0       0     641
 1976 011   148    88   19.0      5   1.80   2628   2286   1816   3554   8189   2095   86.7  0.222   3275      7  0.615  0.744  0.164  0.000   1.07  55.47   0.40      0   3275     68.3   0.00   0.00   1.10   3.98   4.00   4.00   3.75   3.76   3.97   2.82   0.00   0.00   0.00      0      0      0       0     659
 1976 012   149    89   19.0      5   1.73   2628   2286   1924   3539   8297   2095   91.8  0.232   3382      7  0.723  0.816  0.167  0.000   1.04  56.88   0.41      0   3382     65.8   0.00   0.00   1.11   3.96   4.00   3.98   3.73   3.74   3.95   2.82   0.00   0.00   0.00      0      0      0       0     676
 1976 013   150    90   19.0      5   1.68   2628   2244   2045   3521   8375   2095   97.6  0.244   3503      7  0.582  0.722  0.171  0.000   1.02  58.37   0.42      0   3503     63.9   0.00   0.00   1.11   3.96   4.00   3.98   3.73   3.74   3.95   2.82   0.00   0.00   0.00      0      0      0       0     694
 1976 014   151    91   19.0      5   1.64   2628   2275   2223   3519   8585   2095  106.1  0.259   3681      7  0.000  0.000  0.176  0.000   0.98  60.38   0.43      0   3681     62.5   0.00   0.00   1.12   4.00   4.00   4.00   3.71   3.73   3.93   2.84   0.00   0.00   0.00      0      0      0       0     712
 1976 015   152    92   19.0      5   1.61   2628   2286   2401   3543   8774   2095  114.6  0.274   3859      7  0.000  0.000  0.184  0.000   0.94  62.21   0.44      0   3859     61.1   0.00   0.00   1.13   4.00   4.00   4.00   3.70   3.71   3.91   2.93   0.00   0.00   0.00      0      0      0       0     729
 1976 016   153    93   19.0      5   1.57   2628   2286   2579   3563   8952   2095  123.1  0.288   4037      7  0.000  0.000  0.195  0.000   0.90  63.88   0.45      0   4037     59.6   0.00   0.00   1.13   4.00   4.00   4.00   3.68   3.69   3.89   3.01   0.00   0.00   0.00      0      0      0       0     747
 1976 017   154    94   19.0      5   1.51   2628   2286   2691   3550   9064   2095  128.5  0.297   4149      7  0.675  0.784  0.214  0.000   0.88  64.85   0.46      0   4149     57.6   0.00   0.00   1.14   4.00   4.00   4.00   3.66   3.67   3.87   3.01   0.00   0.00   0.00      0      0      0       0     765
 1976 018   155    95   19.0      5   1.47   2628   2241   2869   3532   9196   2095  137.0  0.312   4327      7  0.000  0.000  0.225  0.000   0.86  66.30   0.47      0   4327     56.1   0.00   0.00   1.14   4.00   4.00   4.00   3.66   3.67   3.87   3.01   0.00   0.00   0.00      0      0      0       0     782
 1976 019   156    96   19.0      5   1.43   2628   2261   3047   3525   9395   2095  145.5  0.324   4505      7  0.000  0.000  0.246  0.000   0.83  67.63   0.48      0   4505     54.6   0.00   0.00   1.15   4.00   4.00   4.00   3.66   3.65   3.85   3.01   0.00   0.00   0.00      0      0      0       0     800
 1976 020   157    97   19.0      5   1.39   2628   2286   3224   3527   9597   2095  153.9  0.336   4682      7  0.000  0.000  0.267  0.000   0.80  68.86   0.49      0   4682     53.1   0.00   0.00   1.15   4.00   4.00   4.00   3.69   3.63   3.83   3.04   0.00   0.00   0.00      0      0      0       0     818
 1976 021   158    98   19.0      5   1.35   2628   2286   3402   3531   9775   2095  162.4  0.348   4860      7  0.000  0.000  0.301  0.000   0.77  70.00   0.50      0   4860     51.5   0.00   0.00   1.16   4.00   4.00   4.00   3.73   3.61   3.81   3.07   0.00   0.00   0.00      0      0      0       0     835
 1976 022   159    99   19.0      5   1.31   2628   2286   3580   3529   9953   2095  170.9  0.360   5039      7  0.000  0.000  0.340  0.000   0.74  71.06   0.51      0   5039     49.9   0.00   0.00   1.16   4.00   4.00   4.00   3.76   3.59   3.79   3.09   0.00   0.00   0.00      0      0      0       0     853
 1976 023   160   100   19.0      5   1.27   2628   2286   3758   3521  10131   2095  179.4  0.371   5217      7  0.000  0.000  0.368  0.000   0.72  72.04   0.51      0   5217     48.3   0.00   0.00   1.17   3.98   4.00   4.00   3.76   3.58   3.77   3.09   0.00   0.00   0.00      0      0      0       0     871
 1976 024   161   101   19.0      5   1.23   2628   2283   3936   3503  10306   2095  187.9  0.382   5395      7  0.000  0.000  0.396  0.000   0.69  72.97   0.52      0   5395     46.7   0.00   0.00   1.17   3.98   4.00   4.00   3.76   3.58   3.77   3.09   0.00   0.00   0.00      0      0      0       0     888
 1976 025   162   102   19.0      5   1.19   2628   2286   4114   3489  10487   2095  196.4  0.392   5573      7  0.000  0.246  0.426  0.000   0.67  73.83   0.53      0   5573     45.1   0.00   0.00   1.18   3.96   4.00   3.99   3.76   3.56   3.75   3.08   0.00   0.00   0.00      0      0      0       0     906
 1976 026   163   103   19.0      5   1.14   2628   2219   4292   3472  10598   2095  204.9  0.405   5751      7  0.000  0.208  0.460  0.000   0.65  74.64   0.54      0   5751     43.5   0.00   0.00   1.18   3.96   4.00   3.99   3.76   3.56   3.75   3.08   0.00   0.00   0.00      0      0      0       0     923
 1976 027   164   104   19.0      5   1.10   2628   2234   4420   3462  10741   2095  211.0  0.412   5878      7  0.517  0.678  0.494  0.000   0.63  75.19   0.55      0   5878     41.9   0.00   0.00   1.18   3.94   4.00   3.99   3.76   3.54   3.73   3.08   0.00   0.00   0.00      0      0      0       0     941
 1976 028   165   105   19.0      5   1.06   2628   2249   4548   3452  10883   2095  217.1  0.418   6007      7  0.506  0.671  0.502  0.000   0.61  75.72   0.55      0   6007     40.3   0.00   0.00   1.18   3.92   4.00   4.00   3.74   3.52   3.71   3.09   0.00   0.00   0.00      0      0      0       0     958
 1976 029   166   106   19.0      5   1.02   2628   2226   4660   3435  10972   2095  222.5  0.425   6118      7  0.682  0.788  0.527  0.000   0.60  76.16   0.56      0   6118     38.7   0.00   0.00   1.18   3.92   4.00   4.00   3.74   3.52   3.71   3.09   0.00   0.00   0.00      0      0      0       0     975
 1976 030   167   107   19.0      5   0.98   2628   2119   4838   3418  11043   2095  231.0  0.438   6296      7  0.000  0.000  0.541  0.000   0.59  76.84   0.57      0   6296     37.2   0.00   0.00   1.18   3.92   4.00   4.00   3.74   3.52   3.71   3.09   0.00   0.00   0.00      0      0      0       0     992
 1976 031   168   108   19.0      5   0.94   2628   2067   5016   3401  11169   2095  239.5  0.449   6474      7  0.000  0.000  0.567  0.000   0.58  77.47   0.58      0   6474     35.7   0.00   0.00   1.18   3.92   4.00   4.00   3.74   3.52   3.71   3.09   0.00   0.00   0.00      0      0      0       0    1009
 1976 032   169   109   19.0      5   0.90   2628   2009   5194   3384  11289   2095  248.0  0.460   6652      7  0.000  0.000  0.576  0.000   0.56  78.08   0.59      0   6652     34.3   0.00   0.00   1.18   3.92   4.00   4.00   3.74   3.52   3.71   3.09   0.00   0.00   0.00      0      0      0       0    1026
