*GROWTH ASPECTS OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.0.2.000               Oct 18, 2016; 16:14:02

*RUN   1        : SIMPLE TEMPLAT EXPERIMEN
 MODEL          : MZCER040 - Maize           
 EXPERIMENT     : SANT7001 MZ                                                   
 TREATMENT  1   : SIMPLE TEMPLAT EXPERIMEN

@YEAR DOY   DAS   DAP   L#SD   GSTD   LAID   LWAD   SWAD   GWAD   RWAD   CWAD   G#AD   GWGD   HIAD   PWAD   P#AD   WSPD   WSGD   NSTD   EWSD   LN%D   SH%D   HIPD   PWDD   PWTD     SLAD   CHTD   CWID   RDPD   RL1D   RL2D   RL3D   RL4D   RL5D   RL6D   RL7D   RL8D   RL9D   RL10   CDAD   LDAD   SDAD   SNW0C   SNW1C
 1976 033   170   110   19.0      5   0.86   2628   1891   5372   3367  11349   2095  256.5  0.473   6830      7  0.000  0.000  0.598  0.000   0.56  78.65   0.60      0   6830     32.8   0.00   0.00   1.18   3.92   4.00   4.00   3.74   3.52   3.71   3.09   0.00   0.00   0.00      0      0      0       0    1043
 1976 034   171   111   19.0      5   0.83   2628   1816   5550   3350  11452   2095  265.0  0.485   7008      7  0.000  0.000  0.611  0.000   0.56  79.19   0.61      0   7008     31.5   0.00   0.00   1.18   3.92   4.00   4.00   3.74   3.52   3.71   3.09   0.00   0.00   0.00      0      0      0       0    1060
 1976 035   172   112   19.0      5   0.79   2628   1694   5728   3333  11509   2095  273.5  0.498   7186      7  0.000  0.000  0.609  0.000   0.56  79.71   0.62      0   7186     30.1   0.00   0.00   1.18   3.92   4.00   4.00   3.74   3.52   3.71   3.09   0.00   0.00   0.00      0      0      0       0    1077
 1976 036   173   113   19.0      5   0.76   2628   1613   5906   3316  11606   2095  282.0  0.509   7364      7  0.000  0.000  0.616  0.000   0.55  80.20   0.63      0   7364     28.9   0.00   0.00   1.18   3.92   4.00   4.00   3.74   3.52   3.71   3.09   0.00   0.00   0.00      0      0      0       0    1094
 1976 037   174   114   19.0      5   0.73   2628   1574   5995   3300  11655   2095  286.2  0.514   7453      7  0.000  0.000  0.612  0.000   0.55  80.43   0.64      0   7453     27.6   0.00   0.00   1.18   3.92   4.00   4.00   3.74   3.52   3.71   3.09   0.00   0.00   0.00      0      0      0       0    1110
 1976 038   175   115   19.0      5   0.70   2628   1574   6074   3283  11734   2095  290.0  0.518   7533      7  0.000  0.000  0.602  0.000   0.54  80.64   0.64      0   7533     26.5   0.00   0.00   1.18   3.92   4.00   4.00   3.74   3.52   3.71   3.09   0.00   0.00   0.00      0      0      0       0    1127
 1976 039   176   116   19.0      5   0.67   2628   1574   6153   3267  11813   2095  293.7  0.521   7611      7  0.000  0.295  0.604  0.000   0.53  80.84   0.64      0   7611     25.4   0.00   0.00   1.18   3.92   4.00   4.00   3.74   3.52   3.71   3.09   0.00   0.00   0.00      0      0      0       0    1143
 1976 040   177   117   19.0      5   0.64   2628   1574   6228   3251  11888   2095  297.3  0.524   7686      7  0.138  0.426  0.619  0.000   0.52  81.03   0.65      0   7686     24.3   0.00   0.00   1.18   3.92   4.00   4.00   3.74   3.52   3.71   3.09   0.00   0.00   0.00      0      0      0       0    1159
 1976 041   178   118   19.0      5   0.61   2628   1574   6285   3234  11946   2095  300.1  0.526   7744      7  0.269  0.513  0.634  0.000   0.52  81.17   0.65      0   7744     23.3   0.00   0.00   1.18   3.92   4.00   4.00   3.74   3.52   3.71   3.09   0.00   0.00   0.00      0      0      0       0    1176
 1976 042   179   119   19.0      5   0.61   2628   1574   6285   3234  11946   2095  300.1  0.526   7744      7  0.269  0.513  0.634  0.000   0.52  81.17   0.65      0   7744     23.3   0.00   0.00   1.18   3.92   4.00   4.00   3.74   3.52   3.71   3.09   0.00   0.00   0.00      0      0      0       0    1176
 1976 043   180   120   19.0      5   0.61   2628   1574   6285   3234  11946   2095  300.1  0.526   7744      7  0.269  0.513  0.634  0.000   0.52  81.17   0.65      0   7744     23.3   0.00   0.00   1.18   3.92   4.00   4.00   3.74   3.52   3.71   3.09   0.00   0.00   0.00      0      0      0       0    1176
 1976 044   181   121   19.0      5   0.61   2628   1574   6285   3234  11946   2095  300.1  0.526   7744      7  0.269  0.513  0.634  0.000   0.52  81.17   0.65      0   7744     23.3   0.00   0.00   1.18   3.92   4.00   4.00   3.74   3.52   3.71   3.09   0.00   0.00   0.00      0      0      0       0    1176

*DSSAT Cropping System Model Ver. 4.0.2.000               Oct 18, 2016; 16:14:02

*RUN  17        : SIMPLE TEMPLAT EXPERIMEN
 MODEL          : MZCER040 - Maize           
 EXPERIMENT     : SANT7001 MZ                                                   
 TREATMENT  2   : SIMPLE TEMPLAT EXPERIMEN

@YEAR DOY   DAS   DAP   L#SD   GSTD   LAID   LWAD   SWAD   GWAD   RWAD   CWAD   G#AD   GWGD   HIAD   PWAD   P#AD   WSPD   WSGD   NSTD   EWSD   LN%D   SH%D   HIPD   PWDD   PWTD     SLAD   CHTD   CWID   RDPD   RL1D   RL2D   RL3D   RL4D   RL5D   RL6D   RL7D   RL8D   RL9D   RL10   CDAD   LDAD   SDAD   SNW0C   SNW1C
 1976 288    60     0    0.0      0   0.00      0      0      0      0      0      0    0.0  0.000      0      0  0.000  0.000  0.000  0.000   0.00   0.00   0.00      0      0      0.0   0.00   0.00   0.06   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00      0      0      0       0       0
 1976 289    61     1    0.0      0   0.00      0      0      0      0      0      0    0.0  0.000      0      0  0.000  0.000  0.000  0.000   0.00   0.00   0.00      0      0      0.0   0.00   0.00   0.07   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00      0      0      0       0       0
 1976 290    62     2    0.0      0   0.00      0      0      0      0      0      0    0.0  0.000      0      0  0.000  0.000  0.000  0.000   0.00   0.00   0.00      0      0      0.0   0.00   0.00   0.09   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00      0      0      0       0       0
 1976 291    63     3    0.0      0   0.00      0      0      0      0      0      0    0.0  0.000      0      0  0.000  0.000  0.000  0.000   0.00   0.00   0.00      0      0      0.0   0.00   0.00   0.10   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00      0      0      0       0       0
 1976 292    64     4    0.0      0   0.00      0      0      0      0      0      0    0.0  0.000      0      0  0.000  0.000  0.000  0.000   0.00   0.00   0.00      0      0      0.0   0.00   0.00   0.11   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00      0      0      0       0       0
 1976 293    65     5    0.0      0   0.00      0      0      0      0      0      0    0.0  0.000      0      0  0.000  0.000  0.000  0.000   0.00   0.00   0.00      0      0      0.0   0.00   0.00   0.13   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00      0      0      0       0       0
 1976 294    66     6    0.0      0   0.00      0      0      0      0      0      0    0.0  0.000      0      0  0.000  0.000  0.000  0.000   0.00   0.00   0.00      0      0      0.0   0.00   0.00   0.14   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00      0      0      0       0       0
 1976 295    67     7    0.0      0   0.00      0      0      0      0      0      0    0.0  0.000      0      0  0.000  0.000  0.000  0.000   0.00   0.00   0.00      0      0      0.0   0.00   0.00   0.15   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00      0      0      0       0       0
 1976 296    68     8    0.0      0   0.00      0      0      0      0      0      0    0.0  0.000      0      0  0.000  0.000  0.000  0.000   0.00   0.00   0.00      0      0      0.0   0.00   0.00   0.16   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00      0      0      0       0       0
 1976 297    69     9    0.0      0   0.00      0      0      0      0      0      0    0.0  0.000      0      0  0.000  0.000  0.000  0.000   0.00   0.00   0.00      0      0      0.0   0.00   0.00   0.18   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00      0      0      0       0       0
 1976 298    70    10    0.0      0   0.00      0      0      0      0      0      0    0.0  0.000      0      0  0.000  0.000  0.000  0.000   0.00   0.00   0.00      0      0      0.0   0.00   0.00   0.19   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00      0      0      0       0       0
 1976 299    71    11    1.0      1   0.00     14     14      0     14     28      0    0.0  0.000      0      0  0.000  0.000  0.012  0.000   4.40   0.00   0.00      0      0     17.2   0.00   0.00   0.20   0.28   0.14   0.03   0.00   0.00   0.00   0.00   0.00   0.00   0.00      0      0      0       0       0
 1976 300    72    12    2.0      1   0.00     14     14      0     14     28      0    0.0  0.000      0      0  0.000  0.000  0.016  0.000   4.53   0.00   0.00      0      0     25.6   0.00   0.00   0.20   0.28   0.14   0.03   0.00   0.00   0.00   0.00   0.00   0.00   0.00      0      0      0       0       0
 1976 301    73    13    2.0      1   0.01     14     14      0     14     28      0    0.0  0.000      0      0  0.000  0.000  0.000  0.000   4.53   0.00   0.00      0      0     39.9   0.00   0.00   0.21   0.28   0.14   0.03   0.00   0.00   0.00   0.00   0.00   0.00   0.00      0      0      0       0       0
 1976 302    74    14    2.0      1   0.01     14     14      0     15     28      0    0.0  0.000      0      0  0.000  0.000  0.000  0.000   4.53   0.00   0.00      0      0     60.0   0.00   0.00   0.22   0.30   0.15   0.03   0.00   0.00   0.00   0.00   0.00   0.00   0.00      0      0      0       0       0
 1976 303    75    15    3.0      1   0.01     14     14      0     16     28      0    0.0  0.000      0      0  0.000  0.000  0.000  0.000   4.42   0.00   0.00      0      0     82.7   0.00   0.00   0.23   0.31   0.16   0.03   0.00   0.00   0.00   0.00   0.00   0.00   0.00      0      0      0       0       0
 1976 304    76    16    3.0      1   0.01     14     14      0     17     28      0    0.0  0.000      0      0  0.000  0.000  0.000  0.000   4.42   0.00   0.00      0      0    104.5   0.00   0.00   0.24   0.30   0.16   0.03   0.00   0.00   0.00   0.00   0.00   0.00   0.00      0      0      0       0       0
 1976 305    77    17    3.0      1   0.02     14     14      0     19     28      0    0.0  0.000      0      0  0.000  0.000  0.000  0.000   4.35   0.00   0.00      0      0    131.4   0.00   0.00   0.24   0.32   0.18   0.03   0.00   0.00   0.00   0.00   0.00   0.00   0.00      0      0      0       0       0
 1976 306    78    18    4.0      1   0.03     14     14      0     23     28      0    0.0  0.000      0      0  0.000  0.000  0.000  0.000   4.31   0.00   0.00      0      0    208.0   0.00   0.00   0.25   0.35   0.21   0.04   0.00   0.00   0.00   0.00   0.00   0.00   0.00      0      0      0       0       0
 1976 307    79    19    4.0      1   0.04     14     14      0     27     28      0    0.0  0.000      0      0  0.000  0.000  0.000  0.000   4.27   0.00   0.00      0      0    316.6   0.00   0.00   0.26   0.39   0.25   0.05   0.00   0.00   0.00   0.00   0.00   0.00   0.00      0      0      0       0       0
 1976 308    80    20    4.0      1   0.06     19     14      0     31     33      0    0.0  0.000      0      0  0.000  0.000  0.000  0.000   3.63   0.00   0.00      0      0    324.2   0.00   0.00   0.27   0.42   0.29   0.07   0.00   0.00   0.00   0.00   0.00   0.00   0.00      0      0      0       0       1
 1976 309    81    21    5.0      1   0.08     25     14      0     37     39      0    0.0  0.000      0      0  0.000  0.000  0.000  0.000   3.49   0.00   0.00      0      0    304.9   0.00   0.00   0.28   0.48   0.35   0.09   0.00   0.00   0.00   0.00   0.00   0.00   0.00      0      0      0       0       1
 1976 310    82    22    5.0      1   0.09     31     14      0     46     45      0    0.0  0.000      0      0  0.000  0.000  0.000  0.000   3.63   0.00   0.00      0      0    292.5   0.00   0.00   0.29   0.56   0.43   0.13   0.00   0.00   0.00   0.00   0.00   0.00   0.00      0      0      0       0       1
 1976 311    83    23    5.0      1   0.11     38     14      0     59     52      0    0.0  0.000      0      0  0.000  0.000  0.000  0.000   3.56   0.00   0.00      0      0    280.3   0.00   0.00   0.30   0.67   0.55   0.18   0.00   0.00   0.00   0.00   0.00   0.00   0.00      0      0      0       0       1
 1976 312    84    24    5.0      1   0.13     48     14      0     73     62      0    0.0  0.000      0      0  0.000  0.000  0.000  0.000   3.41   0.00   0.00      0      0    266.7   0.00   0.00   0.30   0.80   0.68   0.24   0.00   0.00   0.00   0.00   0.00   0.00   0.00      0      0      0       0       1
 1976 313    85    25    6.0      1   0.15     59     14      0     91     73      0    0.0  0.000      0      0  0.000  0.000  0.000  0.000   3.46   0.00   0.00      0      0    256.1   0.00   0.00   0.31   0.95   0.84   0.31   0.00   0.00   0.00   0.00   0.00   0.00   0.00      0      0      0       0       2
 1976 314    86    26    6.0      1   0.18     73     14      0    108     87      0    0.0  0.000      0      0  0.000  0.000  0.000  0.000   3.36   0.00   0.00      0      0    244.9   0.00   0.00   0.32   1.10   0.98   0.38   0.01   0.00   0.00   0.00   0.00   0.00   0.00      0      0      0       0       2
 1976 315    87    27    6.0      1   0.21     92     14      0    126    106      0    0.0  0.000      0      0  0.000  0.000  0.000  0.000   3.29   0.00   0.00      0      0    234.0   0.00   0.00   0.33   1.26   1.15   0.45   0.02   0.00   0.00   0.00   0.00   0.00   0.00      0      0      0       0       3
 1976 316    88    28    7.0      1   0.25    108     14      0    139    122      0    0.0  0.000      0      0  0.000  0.000  0.000  0.000   3.39   0.00   0.00      0      0    226.0   0.00   0.00   0.34   1.36   1.25   0.50   0.02   0.00   0.00   0.00   0.00   0.00   0.00      0      0      0       0       3
 1976 317    89    29    7.0      1   0.28    125     14      0    169    139      0    0.0  0.000      0      0  0.000  0.000  0.000  0.000   3.43   0.00   0.00      0      0    219.4   0.00   0.00   0.35   1.62   1.50   0.62   0.04   0.00   0.00   0.00   0.00   0.00   0.00      0      0      0       0       4
 1976 318    90    30    7.0      2   0.32    142     14      0    209    156      0    0.0  0.000      0      0  0.000  0.000  0.000  0.000   3.45   0.00   0.00      0      0    228.4   0.00   0.00   0.37   1.95   1.83   0.77   0.08   0.00   0.00   0.00   0.00   0.00   0.00      0      0      0       0       5
 1976 319    91    31    8.0      2   0.38    175     14      0    246    189      0    0.0  0.000      0      0  0.000  0.000  0.005  0.000   3.22   0.00   0.00      0      0    218.8   0.00   0.00   0.39   2.22   2.13   0.91   0.13   0.00   0.00   0.00   0.00   0.00   0.00      0      0      0       0       6
 1976 320    92    32    8.0      2   0.44    207     14      0    261    221      0    0.0  0.000      0      0  0.000  0.000  0.000  0.000   3.27   0.00   0.00      0      0    211.3   0.00   0.00   0.41   2.34   2.25   0.97   0.16   0.00   0.00   0.00   0.00   0.00   0.00      0      0      0       0       7
 1976 321    93    33    8.0      2   0.49    240     14      0    272    254      0    0.0  0.000      0      0  0.000  0.000  0.000  0.000   3.80   0.00   0.00      0      0    204.9   0.00   0.00   0.42   2.41   2.34   1.00   0.17   0.00   0.00   0.00   0.00   0.00   0.00      0      0      0       0       8
 1976 322    94    34    9.0      2   0.54    270     14      0    290    284      0    0.0  0.000      0      0  0.000  0.000  0.000  0.000   3.73   0.00   0.00      0      0    200.0   0.00   0.00   0.44   2.53   2.48   1.07   0.21   0.00   0.00   0.00   0.00   0.00   0.00      0      0      0       0      10
 1976 323    95    35    9.0      3   0.59    305     14      0    357    319      0    0.0  0.000      0      0  0.000  0.000  0.022  0.000   3.65   0.00   0.00      0      0    193.7   0.00   0.00   0.45   2.95   3.02   1.31   0.35   0.00   0.00   0.00   0.00   0.00   0.00      0      0      0       0      11
 1976 324    96    36    9.0      3   0.67    355     14      0    428    369      0    0.0  0.000      0      0  0.000  0.000  0.022  0.000   3.56   0.00   0.00      0      0    188.0   0.00   0.00   0.47   3.36   3.58   1.56   0.50   0.01   0.00   0.00   0.00   0.00   0.00      0      0      0       0      13
